Income Budget,,,,Actual Income,,,,***Notes,,,,,
Places To Move Profit, Expected Amount ,Actual Amount,,,,,,,,,0.00%, $ -   , $ -   
Roth IRA, $ -   , $ -   ,,,,,,,,,0.00%, $ -   , $ -   
High Yield Savings Account, $ -   , $ -   ,,,,,,,,,0.00%, $ -   , $ -   
Other Account, $ -   , $ -   ,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
Total (Should = 0), $ 600.00 ," $ 3,400.00 ",,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
,,,,,,,,,,,0.00%, $ -   , $ -   
